iter	RMSE
185	0.03391191018
186	0.03388096453
187	0.03386590484
188	0.03383865681
189	0.03381281463
190	0.03379082002
191	0.03376047777
192	0.03373924689
193	0.0337165055
194	0.03368965683
195	0.03366526796
196	0.03365113486
197	0.03363056156
198	0.03360344839
199	0.03356617562
200	0.03355092046
201	0.03353679214
202	0.03350936346
203	0.03348885823
204	0.03347074912
205	0.03344053601
206	0.03340858988
207	0.03339144342
208	0.03337183816
209	0.03334211461
210	0.03332696399
211	0.03330259415
212	0.03328398092
213	0.03327077904
214	0.03325739531
215	0.03323246805
216	0.03321253084
217	0.03318578341
218	0.03317427715
219	0.03316056293
220	0.03314628319
221	0.03312790335
222	0.03311034432
223	0.03308437903
224	0.03307107386
225	0.03304718691
226	0.03303219049
227	0.03302250964
228	0.03300238276
229	0.03298277765
230	0.03296366652
231	0.0329479622
232	0.03293618161
233	0.03291799229
234	0.03290288519
235	0.03288862929
236	0.03287133879
237	0.0328512735
238	0.03283646677
239	0.03282200288
240	0.03279714391
241	0.03277505202
242	0.03276178103
243	0.03275122571
244	0.0327272203
245	0.03271489586
246	0.03269576624
247	0.03267659732
248	0.03266521316
249	0.03264124928
250	0.03262314425
251	0.03260672844
252	0.03259497175
253	0.03257791172
254	0.03255992962
255	0.03254627001
256	0.03252848863
257	0.03251572867
258	0.03249111423
259	0.03246559059
260	0.03245471716
261	0.03243690628
262	0.03241690062
263	0.03240022469
264	0.03238637297
265	0.03237349435
266	0.03235195277
267	0.03233822191
268	0.03231172418
269	0.03228820241
270	0.03227924949
271	0.03225596788
272	0.03223585166
273	0.03222515456
274	0.03221171644
275	0.03219540031
276	0.03217678202
277	0.032156143
278	0.03213147848
279	0.03211441418
280	0.03209158851
281	0.03207055554
282	0.03205320167
283	0.03203062295
284	0.0320129805
285	0.03199177192
286	0.03197019759
287	0.03195855316
288	0.03193792677
289	0.0319165294
290	0.03189604888
291	0.03187385927
292	0.03186293632
293	0.0318468528
294	0.03183666367
295	0.03181677291
296	0.03179680941
297	0.03178198057
298	0.03176297186
299	0.03174647342
300	0.03173246029
301	0.03171678687
302	0.03170375201
303	0.0316912195
304	0.03167403356
305	0.03166242325
306	0.03165275189
307	0.03163911535
308	0.03161967327
309	0.03160977702
310	0.03159664439
311	0.0315771201
312	0.03156482199
313	0.03154763893
314	0.03153438212
315	0.03151979003
316	0.03150188746
317	0.03148609583
318	0.03147305162
319	0.03145708831
320	0.03145007963
321	0.03142862907
322	0.0314205359
323	0.03140184761
324	0.03138959279
325	0.03137484009
326	0.03135781745
327	0.03135026227
328	0.03132894771
329	0.03130828641
330	0.03128734518
331	0.03125726956
332	0.03123881015
333	0.03121705984
334	0.03120547703
335	0.03118876736
336	0.03117364636
337	0.03115333807
338	0.03114099183
339	0.03112654414
340	0.0311131359
341	0.03109792819
342	0.03108564583
343	0.03105953771
344	0.03104486461
345	0.03103201
346	0.03102416271
347	0.03100719871
348	0.03098912721
349	0.0309817164
350	0.03097422033
351	0.03095805857
352	0.03094479823
353	0.03092363904
354	0.03090292659
355	0.03089407506
356	0.0308761157
357	0.0308656663
358	0.03084608546
359	0.03083216189
360	0.03082375441
361	0.03081396424
362	0.03079766475
363	0.03078250342
364	0.03077327657
365	0.03075847895
366	0.03075018881
367	0.03074407071
368	0.03073432224
369	0.03072827532
370	0.03070464333
371	0.0306778276
372	0.0306565934
373	0.03064827608
374	0.03063781035
375	0.03062595011
376	0.03060794171
377	0.03059347029
378	0.03057498637
379	0.0305596959
380	0.03054627398
381	0.03052655656
382	0.03051204738
383	0.03049709994
384	0.03048238327
385	0.03046452746
386	0.03044534877
387	0.03043778381
388	0.03041980707
389	0.03040673404
390	0.03039160541
391	0.03037619015
392	0.030364336
393	0.03034046973
394	0.03032382078
395	0.03030741647
396	0.03030131012
397	0.03029249794
398	0.03027255865
399	0.03026218502
400	0.03023735606
401	0.03021427577
402	0.03019566262
403	0.0301832555
404	0.03017247536
405	0.03015640443
406	0.0301362782
407	0.0301204999
408	0.0301019956
409	0.03009386008
410	0.03007850753
411	0.03005705763
412	0.03004576091
413	0.03003792128
414	0.03002027593
415	0.03000689126
416	0.0299875624
417	0.02997061925
418	0.02995803047
419	0.02994311584
420	0.02993163652
421	0.02991731867
422	0.02990391727
423	0.02988845503
424	0.02988082362
425	0.02985626582
426	0.02983940891
427	0.02983184807
428	0.02982153004
429	0.02980805552
430	0.02979456821
431	0.02978787745
432	0.0297736007
433	0.02975944675
434	0.0297450814
435	0.02973838945
436	0.02972807105
437	0.02971172176
438	0.02970155143
439	0.0296902258
440	0.02967697273
441	0.0296639272
442	0.02964755413
443	0.02963167064
444	0.02961690856
445	0.02960010771
446	0.02959361216
447	0.02957354566
448	0.02956373375
449	0.02954348497
450	0.02953355707
451	0.02951877007
452	0.02951023007
453	0.02949801223
454	0.02948746502
455	0.02947229278
456	0.02946153332
457	0.02945021816
458	0.02944459914
459	0.02943277735
460	0.02942009742
461	0.02941053375
462	0.02939459552
463	0.02938130821
464	0.02937269826
465	0.02936372327
466	0.02934890166
467	0.02933942613
468	0.02932850606
469	0.02931185199
470	0.02929806807
471	0.02928657327
472	0.02927329057
473	0.02925892135
474	0.02924043784
475	0.02923251575
476	0.02921796406
477	0.02920939864
478	0.02919680651
479	0.02919056439
480	0.02917748264
481	0.0291722471
482	0.02916339392
483	0.02914924543
484	0.02913762503
485	0.0291222034
486	0.02911255961
487	0.02909990033
488	0.02909204704
489	0.02907677189
490	0.02906627322
491	0.02905857806
492	0.02905296927
493	0.02904194591
494	0.02903275748
495	0.02901930011
496	0.02899859441
497	0.02899154662
498	0.02898470952
499	0.02898048239
500	0.02897645666
501	0.0289646308
502	0.02895172763
503	0.0289352299
504	0.02892286881
505	0.02891224488
506	0.02890225419
507	0.02888772244
508	0.02888101094
509	0.02887306686
510	0.02885817406
511	0.02884958216
512	0.02883531643
513	0.02882022266
514	0.02881382029
515	0.02879410852
516	0.02878033281
517	0.02876430442
518	0.02875264232
519	0.0287460813
520	0.028739754
521	0.02871843517
522	0.02870542516
523	0.0286879351
524	0.02867960519
525	0.02867422165
526	0.02866080958
527	0.02864715689
528	0.02863624414
529	0.02862823253
530	0.02861842506
531	0.02860405764
532	0.02859251998
533	0.02857723541
534	0.02857146628
535	0.02855859841
536	0.02854923257
537	0.02854168696
538	0.02852889366
539	0.02851943179
540	0.02850750201
541	0.028483561
542	0.02846669828
543	0.02845026449
544	0.02843429866
545	0.02842280931
546	0.02841460495
547	0.02840589433
548	0.02840045671
549	0.02838176654
550	0.02837242629
551	0.02835805444
552	0.02834738783
553	0.02833282361
554	0.02832324758
555	0.02831570585
556	0.02830646491
557	0.02829062789
558	0.02828495144
559	0.02827905252
560	0.02826093891
561	0.02824664536
562	0.02823483012
563	0.02822111384
564	0.0282065366
565	0.02819421098
566	0.02818658526
567	0.02817279522
568	0.02815536221
569	0.02814962997
570	0.02813842414
571	0.02812494242
572	0.02811918813
573	0.02810748051
574	0.02809692557
575	0.02808504698
576	0.02807312232
577	0.02806320338
578	0.02804823291
579	0.02803919043
580	0.028032768
581	0.02802344129
582	0.02800569605
583	0.02799515476
584	0.02797847987
585	0.02796438776
586	0.02795042932
587	0.02793587047
588	0.02792259409
589	0.02791236889
590	0.02789712329
591	0.02788303432
592	0.02786865053
593	0.02785960704
594	0.02784584971
595	0.02783116472
596	0.02781814479
597	0.0278023618
598	0.02778950932
599	0.02778137946
600	0.02776787988
601	0.02776270007
602	0.02775292217
603	0.02773744691
604	0.0277250642
605	0.0277106125
606	0.02770382248
607	0.02768744405
608	0.02767482588
609	0.02766080412
610	0.0276525551
611	0.0276397149
612	0.02762995676
613	0.02761549792
614	0.02760573854
615	0.02759478765
616	0.02758214194
617	0.02756842865
618	0.02755203312
619	0.02753895374
620	0.02752828074
621	0.02751285117
622	0.02750949405
623	0.02750237265
624	0.0274870802
625	0.02747087535
626	0.02746365291
627	0.02744607476
628	0.02743026406
629	0.02741550474
630	0.02740510655
631	0.02739585396
632	0.02738682145
633	0.02736957805
634	0.02736261896
635	0.027351494
636	0.02734227393
637	0.02733483828
638	0.02732580465
639	0.02731896793
640	0.02730181089
641	0.02729292036
642	0.02727944087
643	0.02726548101
644	0.02725419542
645	0.02724498129
646	0.02723539542
647	0.02722788023
648	0.02721673303
649	0.02721210904
650	0.0272005688
651	0.0271839217
652	0.02716906141
653	0.02716120628
654	0.0271541802
655	0.0271464929
656	0.02713857179
657	0.0271264648
658	0.02711545357
659	0.02710399498
660	0.0271008381
661	0.02708861894
662	0.02707716773
663	0.02706273645
664	0.02705164563
665	0.02704263404
666	0.02702823498
667	0.02701829854
668	0.0270031021
669	0.02699666573
670	0.02698222374
671	0.02697045599
672	0.02695582108
673	0.02694168202
674	0.02693603131
675	0.02691950237
676	0.0269118545
677	0.02690555603
678	0.02689462903
679	0.02687935914
680	0.02686319997
681	0.02686012232
682	0.02684858983
683	0.02683578948
684	0.02682946802
685	0.02682091122
686	0.02681174257
687	0.0267993229
688	0.0267888274
689	0.02678254024
690	0.02677792986
691	0.02676173459
692	0.02674688531
693	0.02673376425
694	0.02672410482
695	0.02671414573
696	0.02669995676
697	0.0266822323
698	0.02667623416
699	0.02667090623
700	0.02666247013
701	0.02664661908
702	0.02663780751
703	0.02661843983
704	0.0266120397
705	0.02660095196
706	0.02658515408
707	0.02657817268
708	0.02656268803
709	0.02655149869
710	0.02654498814
711	0.02653006255
712	0.02651610673
713	0.0265044765
714	0.02649587641
715	0.02648813075
716	0.02647284442
717	0.02646554333
718	0.02645176358
719	0.02643898616
720	0.02643008226
721	0.02641448975
722	0.02640891726
723	0.02640344005
724	0.02639031752
725	0.02638750422
726	0.02637721427
727	0.02636725288
728	0.02635685316
729	0.02634885068
730	0.02634060209
731	0.02633089841
732	0.02632038609
733	0.02630166641
734	0.02629602944
735	0.02628792596
736	0.02626972173
737	0.0262665752
738	0.02625772768
739	0.02624157902
740	0.02622586715
741	0.02621288456
742	0.02620355475
743	0.02619374113
744	0.02617658815
745	0.02616677165
746	0.02616122201
747	0.02614955029
748	0.0261327414
749	0.02612914491
750	0.02612121784
751	0.0261084782
752	0.02609296363
753	0.02608383773
754	0.02606940053
755	0.02605788821
756	0.02604425316
757	0.02603465829
758	0.02603030262
759	0.02601987242
760	0.02601072527
761	0.02600315024
762	0.02598483682
763	0.0259732528
764	0.02596186342
765	0.02595636342
766	0.0259464946
767	0.02594074398
768	0.02592730765
769	0.02591613123
770	0.02590576692
771	0.02589385535
772	0.02588324106
773	0.02587334418
774	0.02586295437
775	0.02585467184
776	0.0258417332
777	0.02583475748
778	0.02582733255
779	0.0258120159
780	0.0257980369
781	0.02579147394
782	0.02578562098
783	0.02576931488
784	0.02576372614
785	0.02575718987
786	0.02574943754
787	0.02573434005
788	0.02572382048
789	0.02570981616
790	0.02569308428
791	0.02568378706
792	0.02567557532
793	0.02566641501
794	0.02565680524
795	0.02565195362
796	0.02564082739
797	0.02563122783
798	0.02561883591
799	0.02561149052
800	0.0256028666
801	0.02559922879
802	0.02559493652
803	0.02559064405
804	0.02558554412
805	0.02557899657
806	0.0255707372
807	0.02556099605
808	0.02555420314
809	0.02554772449
810	0.0255363047
811	0.02553041749
812	0.02551854709
813	0.02550557929
814	0.02549456608
815	0.02547911177
816	0.02546734403
817	0.02545897182
818	0.02544770285
819	0.02543993294
820	0.02543374728
821	0.02542078786
822	0.02540858599
823	0.02540140065
824	0.02539154167
825	0.02538392335
826	0.02537213715
827	0.02535960279
828	0.02535423824
829	0.02534800092
830	0.02534143828
831	0.02533632348
832	0.02532402524
833	0.02531659925
834	0.02530688235
835	0.02529774141
836	0.02529320004
837	0.02527722601
838	0.02525956001
839	0.02525259758
840	0.02524118354
841	0.02523173286
842	0.02522234016
843	0.02521452988
844	0.02520841543
845	0.02519564123
846	0.02518753712
847	0.02517624667
848	0.02517303676
849	0.02516247236
850	0.02514702143
851	0.02513462467
852	0.02513000321
853	0.02511725591
854	0.02510841097
855	0.02509878843
856	0.0250909666
857	0.02507768942
858	0.02507427505
859	0.02506839771
860	0.02506302395
861	0.02505500693
862	0.02504918392
863	0.02504307746
864	0.02503324309
865	0.02502731161
866	0.02502530015
867	0.02501663644
868	0.02501260303
869	0.02500419176
870	0.02499367628
871	0.02498163902
872	0.02496798142
873	0.02496043887
874	0.02495056045
875	0.02494199217
876	0.02493567086
877	0.02492088587
878	0.02490900325
879	0.02489745493
880	0.02488399319
881	0.024873567
882	0.0248628231
883	0.02485235163
884	0.02484453655
885	0.02483677781
886	0.02482995632
887	0.02482272442
888	0.0248119701
889	0.02480162247
890	0.0247940765
891	0.02478655244
892	0.02477670081
893	0.0247690921
894	0.02475656689
895	0.02474457894
896	0.02473308887
897	0.02472526024
898	0.02471743012
899	0.02470131102
900	0.02468935057
901	0.02468078935
902	0.02467426099
903	0.02466482403
904	0.02465655864
905	0.02465072147
906	0.02464553672
907	0.02464257448
908	0.0246337913
909	0.02462432014
910	0.02462099799
911	0.02461224486
912	0.02460064048
913	0.02459141882
914	0.02458362086
915	0.02457441868
916	0.02456707106
917	0.02455785858
918	0.0245513945
919	0.02454022966
920	0.02453100508
921	0.02452267399
922	0.02451511843
923	0.02451000327
924	0.02450267467
925	0.02449617036
926	0.02448278714
927	0.02447909845
928	0.02446758667
929	0.02445866655
930	0.02444720314
931	0.02443818022
932	0.02442698113
933	0.02441426895
934	0.02440502018
935	0.02439751812
936	0.02438800091
937	0.0243824844
938	0.0243741324
939	0.02436071463
940	0.02435376807
941	0.02434571605
942	0.02433455263
943	0.02432086776
944	0.02431249512
945	0.02430095694
946	0.02429098441
947	0.02428311089
948	0.02427499397
949	0.02426841072
950	0.0242584463
951	0.02424567751
952	0.02423570472
953	0.02422657605
954	0.02421908765
955	0.02420865928
956	0.02419884836
957	0.02419096472
958	0.02418006757
959	0.02417068044
960	0.02416288711
961	0.02415733789
962	0.0241423072
963	0.02413593234
964	0.0241295459
965	0.02412165183
966	0.02411658716
967	0.02410537249
968	0.02409433637
969	0.02409019363
970	0.02408128078
971	0.02406471963
972	0.02405638652
973	0.02404968511
974	0.02403870042
975	0.02402910865
976	0.02402687446
977	0.0240199727
978	0.02401604507
979	0.02400742942
980	0.02400040304
981	0.02399823933
982	0.02399455396
983	0.02398923038
984	0.02397870708
985	0.02396911227
986	0.02395944726
987	0.02395072829
988	0.0239410461
989	0.02393114824
990	0.02392541252
991	0.02391510488
992	0.02390704362
993	0.02390017215
994	0.02388983397
995	0.02388233378
996	0.02387445352
997	0.02386887834
998	0.02385965474
999	0.02384984219
1000	0.0238409988
1001	0.02382916512
1002	0.02382086444
1003	0.02381509597
1004	0.0238048547
1005	0.02379527125
1006	0.02378609012
1007	0.02377989876
1008	0.02377279839
1009	0.02376922276
1010	0.02376654955
1011	0.02376152237
1012	0.02375140929
1013	0.02374291903
1014	0.02373544239
1015	0.02372320233
1016	0.02371320855
1017	0.0237087852
1018	0.02369995615
1019	0.02369325334
1020	0.02368800961
1021	0.02368070369
1022	0.02367603104
1023	0.02366736215
1024	0.02366009064
1025	0.02365400588
1026	0.02365184923
1027	0.02364066879
1028	0.02362452237
1029	0.0236130143
1030	0.02360026274
1031	0.02359237212
1032	0.02358296196
1033	0.02357223571
1034	0.02356760263
1035	0.02355975301
1036	0.02355121757
1037	0.0235456304
1038	0.02353774903
1039	0.02353205798
1040	0.02352050842
1041	0.02351130876
1042	0.02350066023
1043	0.02349107957
1044	0.02348241654
1045	0.02347697581
1046	0.02346815538
1047	0.02346130183
1048	0.02345041533
1049	0.02344056474
1050	0.02342964837
1051	0.02341888479
1052	0.02341350669
1053	0.02340207977
1054	0.02339930589
1055	0.02339037841
1056	0.02338097141
1057	0.0233757588
1058	0.02336811426
1059	0.02336123624
1060	0.02335335261
1061	0.02334588369
1062	0.02334045967
1063	0.02333191948
1064	0.02332894447
1065	0.023321587
1066	0.02331539484
1067	0.02331327252
1068	0.02330976646
1069	0.02330276326
1070	0.0232931075
1071	0.02328776782
1072	0.02327980055
1073	0.02327721918
1074	0.02326913159
1075	0.02325966796
1076	0.02325209782
1077	0.02324726924
1078	0.02324111673
1079	0.02323712275
1080	0.02322999666
1081	0.02322212629
1082	0.02321621553
1083	0.02320469674
1084	0.02319745288
1085	0.02318891079
1086	0.0231814517
1087	0.02317411102
1088	0.02316623429
1089	0.02315329541
1090	0.02314404909
1091	0.02313828659
1092	0.0231338909
1093	0.0231253246
1094	0.02311890487
1095	0.02311070328
1096	0.02310597466
1097	0.02310031173
1098	0.0230933518
1099	0.02308776697
1100	0.02307992894
1101	0.02307389791
1102	0.02306572233
1103	0.02306055327
1104	0.02305600672
1105	0.02304917102
1106	0.02303533278
1107	0.02301574546
1108	0.02300574707
1109	0.02300323845
1110	0.02299981598
1111	0.02299510216
1112	0.02299280974
1113	0.02298925398
1114	0.02298599758
1115	0.02297353956
1116	0.02296349248
1117	0.0229602909
1118	0.02294849891
1119	0.02294135008
1120	0.02293071882
1121	0.0229217299
1122	0.02291122724
1123	0.02290592993
1124	0.02290085659
1125	0.02289535128
1126	0.02288830014
1127	0.02288380354
1128	0.02287612509
1129	0.02286554716
1130	0.02285879455
1131	0.02284839983
1132	0.02284196976
1133	0.02283813009
1134	0.0228286661
1135	0.02282103271
1136	0.02281610533
1137	0.02281167248
1138	0.02280244427
1139	0.02279209989
1140	0.02278443751
1141	0.02277645438
1142	0.022765328
1143	0.02275758556
1144	0.02274837889
1145	0.02273992388
1146	0.02272919347
1147	0.02272487141
1148	0.02271346846
1149	0.02270782589
1150	0.02270555827
1151	0.02269990713
1152	0.02269593639
1153	0.02268723056
1154	0.02268113832
1155	0.02267228186
1156	0.02266659642
1157	0.02265902621
1158	0.02264985993
1159	0.02264357925
1160	0.02263856936
1161	0.02263086292
1162	0.02261697088
1163	0.02261017657
1164	0.02260451409
1165	0.02259778787
1166	0.02258922145
1167	0.02258042084
1168	0.02257085744
1169	0.02256449058
1170	0.02255683269
1171	0.02254834981
1172	0.02254249812
1173	0.02253172136
1174	0.02252229889
1175	0.02251254939
1176	0.02250748871
1177	0.02249835302
1178	0.02249154459
1179	0.02248325109
1180	0.02247197356
1181	0.02246586054
1182	0.02246236701
1183	0.02245568322
1184	0.0224471966
1185	0.02243739246
1186	0.02242989533
1187	0.0224213322
1188	0.02241231669
1189	0.0224032648
1190	0.02239267928
1191	0.02238165562
1192	0.02237277029
1193	0.02236605958
1194	0.02235824171
1195	0.02235278469
1196	0.02234767016
1197	0.02233962912
1198	0.02233468154
1199	0.02232964172
